invoice_id,store_name,store_num,date,time,brand,product,flavor,quantity,price_definition,price,subtotal,product_id
5090201,Caywood Saginaw,,9/2/2025,11:58 AM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090201,Caywood Saginaw,,9/2/2025,11:59 AM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090201,Caywood Saginaw,,9/2/2025,11:58 AM,Stokke,Pizza,Supreme,4,Regular Price,$5.95,$23.80,9cec89d3
5090201,Caywood Saginaw,,9/2/2025,12:00 PM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090201,Caywood Saginaw,,9/2/2025,11:59 AM,Stokke,Meat Stick,Salami Cheddar,1,Credit,$0.00,$0.00,d7045a9e
5090201,Caywood Saginaw,,9/2/2025,11:59 AM,Stokke,Meat Stick,Salami Cheddar,4,Regular Price,$5.00,$20.00,d7045a9e
5090201,Caywood Saginaw,,9/2/2025,12:00 PM,Stokke,Meat Stick,Honey BBQ,6,Regular Price,$5.00,$30.00,3bcc0557
5090202,Lucky Seven Floodwood,33,9/2/2025,12:38 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090202,Lucky Seven Floodwood,33,9/2/2025,12:38 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090202,Lucky Seven Floodwood,33,9/2/2025,12:38 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090202,Lucky Seven Floodwood,33,9/2/2025,12:38 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090203,Lucky Seven Swan River,24,9/2/2025,1:25 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090203,Lucky Seven Swan River,24,9/2/2025,1:25 PM,Shelton,Pizza,Chicken Alfredo,16,Regular Price,$6.95,$111.20,8f638871
5090203,Lucky Seven Swan River,24,9/2/2025,1:27 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,0b2e3fca
5090203,Lucky Seven Swan River,24,9/2/2025,1:27 PM,Shelton,Pizza,Italian Sausage,16,Regular Price,$6.95,$111.20,92432286
5090203,Lucky Seven Swan River,24,9/2/2025,1:27 PM,Shelton,Pizza,Pepperoni,16,Regular Price,$6.95,$111.20,a1b4979f
5090203,Lucky Seven Swan River,24,9/2/2025,1:25 PM,Shelton,Pizza,Supreme,16,Regular Price,$6.95,$111.20,d387e9d2
5090203,Lucky Seven Swan River,24,9/2/2025,1:27 PM,Shelton,Pizza,Buffalo Chicken,16,Regular Price,$6.95,$111.20,46d8e83a
5090203,Lucky Seven Swan River,24,9/2/2025,1:27 PM,Shelton,Pizza,Four Meat,16,Regular Price,$6.95,$111.20,5d7f58f2
5090204,Lucky Seven Swan River,24,9/2/2025,1:28 PM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090204,Lucky Seven Swan River,24,9/2/2025,1:28 PM,Stokke,Meat Stick,Honey BBQ,6,Regular Price,$5.00,$30.00,3bcc0557
5090204,Lucky Seven Swan River,24,9/2/2025,1:28 PM,Stokke,Meat Stick,Salami Cheddar,6,Regular Price,$5.00,$30.00,d7045a9e
5090204,Lucky Seven Swan River,24,9/2/2025,1:29 PM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090205,Lucky Seven Grand Rapids West,30,9/2/2025,2:08 PM,Stokke,Meat Stick,Salami Cheddar,6,Regular Price,$5.00,$30.00,d7045a9e
5090205,Lucky Seven Grand Rapids West,30,9/2/2025,2:08 PM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090205,Lucky Seven Grand Rapids West,30,9/2/2025,2:08 PM,Stokke,Meat Stick,Honey BBQ,6,Regular Price,$5.00,$30.00,3bcc0557
5090206,Lucky Seven Grand Rapids West,30,9/2/2025,2:09 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,f597c8d8
5090206,Lucky Seven Grand Rapids West,30,9/2/2025,2:10 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090206,Lucky Seven Grand Rapids West,30,9/2/2025,2:10 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090207,Lucky Seven Grand Rapids East,22,9/2/2025,2:32 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,f597c8d8
5090207,Lucky Seven Grand Rapids East,22,9/2/2025,2:34 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090207,Lucky Seven Grand Rapids East,22,9/2/2025,2:34 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090207,Lucky Seven Grand Rapids East,22,9/2/2025,2:34 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090208,Lucky Seven Nashwauk,26,9/2/2025,3:06 PM,Shelton,Pizza,Breakfast,5,Credit,$0.00,$0.00,f597c8d8
5090208,Lucky Seven Nashwauk,26,9/2/2025,3:08 PM,Shelton,Pizza,Breakfast,3,Regular Price,$6.95,$20.85,f597c8d8
5090209,Lucky Seven Y,15,9/2/2025,3:39 PM,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,d387e9d2
5090209,Lucky Seven Y,15,9/2/2025,3:38 PM,Stokke,Meat Stick,Teriyaki,10,Regular Price,$5.00,$50.00,e801c906
5090209,Lucky Seven Y,15,9/2/2025,3:39 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090209,Lucky Seven Y,15,9/2/2025,3:39 PM,Shelton,Pizza,Pepp. Italian Sausage,4,Regular Price,$6.95,$27.80,0b2e3fca
5090209,Lucky Seven Y,15,9/2/2025,3:38 PM,Stokke,Meat Stick,Honey BBQ,10,Regular Price,$5.00,$50.00,3bcc0557
5090209,Lucky Seven Y,15,9/2/2025,3:38 PM,Stokke,Meat Stick,Salami Cheddar,10,Regular Price,$5.00,$50.00,d7045a9e
5090209,Lucky Seven Y,15,9/2/2025,3:38 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090209,Lucky Seven Y,15,9/2/2025,3:38 PM,Stokke,Meat Stick,Jalapeno Cheddar,10,Regular Price,$5.00,$50.00,f9e07f8e
5090210,Lucky Seven Y,15,9/2/2025,3:40 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090210,Lucky Seven Y,15,9/2/2025,3:40 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090211,Korner Store Chisholm,200,9/2/2025,4:19 PM,Tielke,Sandwich,Philly Cheese,3,Regular Price,$4.75,$14.25,0f60ae79
5090211,Korner Store Chisholm,200,9/2/2025,4:19 PM,Tielke,Sandwich,Italian,3,Regular Price,$3.95,$11.85,a65c7b26
5090211,Korner Store Chisholm,200,9/2/2025,4:19 PM,Stokke,Pizza,Four Meat,8,Regular Price,$5.95,$47.60,7112b683
5090212,Lucky Seven Chisholm,6,9/2/2025,4:32 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090212,Lucky Seven Chisholm,6,9/2/2025,4:32 PM,Stokke,Brat,Jalepeno Cheddar,1,Regular Price,$4.50,$4.50,82b88707
5090212,Lucky Seven Chisholm,6,9/2/2025,4:31 PM,Stokke,Brat,Beer,2,Regular Price,$4.50,$9.00,3b04cb22
5090212,Lucky Seven Chisholm,6,9/2/2025,4:32 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090213,Lucky Seven Chisholm,6,9/2/2025,4:33 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090213,Lucky Seven Chisholm,6,9/2/2025,4:35 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090213,Lucky Seven Chisholm,6,9/2/2025,4:35 PM,Shelton,Pizza,Buffalo Chicken,8,Regular Price,$6.95,$55.60,46d8e83a
5090213,Lucky Seven Chisholm,6,9/2/2025,4:36 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090213,Lucky Seven Chisholm,6,9/2/2025,4:36 PM,Shelton,Pizza,BBQ Cheeseburger,8,Regular Price,$6.95,$55.60,c73474b1
5090214,Lucky Seven Cook,2,9/2/2025,5:27 PM,Tielke,Sandwich,Beef Brisket,2,Regular Price,$4.75,$9.50,aaa3b4a0
5090214,Lucky Seven Cook,2,9/2/2025,5:28 PM,Shelton,Pizza,Chicken Alfredo,4,Regular Price,$6.95,$27.80,8f638871
5090214,Lucky Seven Cook,2,9/2/2025,5:27 PM,Tielke,Sandwich,Philly Cheese,1,Regular Price,$4.75,$4.75,0f60ae79
5090214,Lucky Seven Cook,2,9/2/2025,5:27 PM,Tielke,Sandwich,Italian,6,Regular Price,$3.95,$23.70,a65c7b26
5090215,Short Stop Cook,,9/2/2025,5:41 PM,Stokke,Meat Stick,Salami Cheddar,5,Regular Price,$5.00,$25.00,d7045a9e
5090215,Short Stop Cook,,9/2/2025,5:41 PM,Stokke,Meat Stick,Honey BBQ,5,Regular Price,$5.00,$25.00,3bcc0557
5090215,Short Stop Cook,,9/2/2025,5:41 PM,Stokke,Meat Stick,Teriyaki,5,Regular Price,$5.00,$25.00,e801c906
5090215,Short Stop Cook,,9/2/2025,5:41 PM,Stokke,Meat Stick,Jalapeno Cheddar,5,Regular Price,$5.00,$25.00,f9e07f8e
5090216,The Y Store,,9/2/2025,6:08 PM,Stokke,Meat Stick,Jalapeno Cheddar,18,Regular Price,$5.00,$90.00,f9e07f8e
5090216,The Y Store,,9/2/2025,6:08 PM,Stokke,Meat Stick,Salami Cheddar,18,Regular Price,$5.00,$90.00,d7045a9e
5090216,The Y Store,,9/2/2025,6:08 PM,Stokke,Meat Stick,Honey BBQ,18,Regular Price,$5.00,$90.00,3bcc0557
5090216,The Y Store,,9/2/2025,6:08 PM,Stokke,Meat Stick,Teriyaki,18,Regular Price,$5.00,$90.00,e801c906
5090216,The Y Store,,9/2/2025,6:09 PM,Shelton,Pizza,Four Meat,4,Regular Price,$6.95,$27.80,5d7f58f2
5090216,The Y Store,,9/2/2025,6:09 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090216,The Y Store,,9/2/2025,6:10 PM,Tielke,Sandwich,Beef Brisket,12,Regular Price,$4.75,$57.00,aaa3b4a0
5090216,The Y Store,,9/2/2025,6:10 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090216,The Y Store,,9/2/2025,6:11 PM,Tielke,Sandwich,Italian,12,Regular Price,$3.95,$47.40,a65c7b26
5090216,The Y Store,,9/2/2025,6:11 PM,Tielke,Sandwich,Philly Cheese,12,Regular Price,$4.75,$57.00,0f60ae79
5090217,Lucky Seven Ely,11,9/2/2025,6:57 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090217,Lucky Seven Ely,11,9/2/2025,6:57 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090217,Lucky Seven Ely,11,9/2/2025,6:56 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090218,Lucky Seven Ely,11,9/2/2025,7:03 PM,Tielke,Sandwich,Beef Brisket,12,Regular Price,$4.75,$57.00,aaa3b4a0
5090218,Lucky Seven Ely,11,9/2/2025,7:02 PM,Tielke,Sandwich,Italian,12,Regular Price,$3.95,$47.40,a65c7b26
5090219,Short Stop Ely Voyageur,66,9/2/2025,7:13 PM,Tielke,Sandwich,Italian,4,Regular Price,$3.95,$15.80,a65c7b26
5090219,Short Stop Ely Voyageur,66,9/2/2025,7:13 PM,Tielke,Sandwich,Beef Brisket,4,Regular Price,$4.75,$19.00,aaa3b4a0
5090219,Short Stop Ely Voyageur,66,9/2/2025,7:13 PM,Tielke,Sandwich,Philly Cheese,4,Regular Price,$4.75,$19.00,0f60ae79
5090220,Lucky Seven Aurora,13,9/2/2025,7:47 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090220,Lucky Seven Aurora,13,9/2/2025,7:47 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090220,Lucky Seven Aurora,13,9/2/2025,7:47 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090221,Lucky Seven Hoyt Lakes,10,9/2/2025,7:50 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090221,Lucky Seven Hoyt Lakes,10,9/2/2025,7:50 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090221,Lucky Seven Hoyt Lakes,10,9/2/2025,7:49 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,f597c8d8
5090222,Lucky Seven Hoyt Lakes,10,9/2/2025,8:30 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090301,Dawghouse Canyon,,9/3/2025,9:45 AM,Shelton,Pizza,Four Meat,4,Regular Price,$6.95,$27.80,5d7f58f2
5090301,Dawghouse Canyon,,9/3/2025,9:46 AM,Shelton,Pizza,Pepperoni,4,Regular Price,$6.95,$27.80,a1b4979f
5090301,Dawghouse Canyon,,9/3/2025,9:46 AM,Shelton,Pizza,Pepp. Italian Sausage,4,Regular Price,$6.95,$27.80,0b2e3fca
5090302,Speedway Cotton,44614,9/3/2025,10:06 AM,Stokke,Pizza,Pepperoni,3,Regular Price,$5.00,$15.00,cfe2be41
5090302,Speedway Cotton,44614,9/3/2025,10:06 AM,Stokke,Pizza,Supreme,8,Regular Price,$5.00,$40.00,9cec89d3
5090303,Melrude Pub,,9/3/2025,10:25 AM,Shelton,Pizza,Pizza Fries,32,Regular Price,$5.95,$190.40,4fbba36d
5090304,Short Stop Townline,26,9/3/2025,10:45 AM,Stokke,Meat Stick,Teriyaki,20,Regular Price,$5.00,$100.00,e801c906
5090304,Short Stop Townline,26,9/3/2025,10:43 AM,Stokke,Meat Stick,Salami Cheddar,20,Regular Price,$5.00,$100.00,d7045a9e
5090304,Short Stop Townline,26,9/3/2025,10:44 AM,Stokke,Meat Stick,Honey BBQ,20,Regular Price,$5.00,$100.00,3bcc0557
5090304,Short Stop Townline,26,9/3/2025,10:44 AM,Stokke,Meat Stick,Jalapeno Cheddar,20,Regular Price,$5.00,$100.00,f9e07f8e
5090304,Short Stop Townline,26,9/3/2025,10:46 AM,Tielke,Sandwich,Philly Cheese,12,Regular Price,$4.75,$57.00,0f60ae79
5090304,Short Stop Townline,26,9/3/2025,10:46 AM,Tielke,Sandwich,Italian,12,Regular Price,$3.95,$47.40,a65c7b26
5090305,Ely Lake Short Stop,6,9/3/2025,11:09 AM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090305,Ely Lake Short Stop,6,9/3/2025,11:09 AM,Stokke,Meat Stick,Salami Cheddar,6,Regular Price,$5.00,$30.00,d7045a9e
5090305,Ely Lake Short Stop,6,9/3/2025,11:09 AM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090305,Ely Lake Short Stop,6,9/3/2025,11:12 AM,Tielke,Sandwich,Italian,6,Regular Price,$3.95,$23.70,a65c7b26
5090305,Ely Lake Short Stop,6,9/3/2025,11:18 AM,Tielke,Sandwich,Beef Brisket,6,Regular Price,$4.75,$28.50,aaa3b4a0
5090306,Short Stop Eveleth,18,9/3/2025,11:33 AM,Stokke,Meat Stick,Salami Cheddar,12,Regular Price,$5.00,$60.00,d7045a9e
5090306,Short Stop Eveleth,18,9/3/2025,11:33 AM,Stokke,Meat Stick,Jalapeno Cheddar,12,Regular Price,$5.00,$60.00,f9e07f8e
5090307,Short Stop Virginia,5,9/3/2025,12:02 PM,Stokke,Meat Stick,Teriyaki,4,Regular Price,$5.00,$20.00,e801c906
5090307,Short Stop Virginia,5,9/3/2025,12:04 PM,Stokke,Meat Stick,Honey BBQ,4,Regular Price,$5.00,$20.00,3bcc0557
5090308,"Lucky Seven Virginia, Hoover Rd",5,9/3/2025,12:22 PM,Shelton,Pizza,Buffalo Chicken,8,Regular Price,$6.95,$55.60,46d8e83a
5090308,"Lucky Seven Virginia, Hoover Rd",5,9/3/2025,12:21 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090308,"Lucky Seven Virginia, Hoover Rd",5,9/3/2025,12:19 PM,Shelton,Pizza,Breakfast,40,Regular Price,$6.95,$278.00,f597c8d8
5090308,"Lucky Seven Virginia, Hoover Rd",5,9/3/2025,12:19 PM,Shelton,Pizza,Pepperoni,16,Regular Price,$6.95,$111.20,a1b4979f
5090309,Lucky Seven Biwabik,1,9/3/2025,1:28 PM,Shelton,Pizza,Supreme,4,Regular Price,$6.95,$27.80,d387e9d2
5090309,Lucky Seven Biwabik,1,9/3/2025,1:28 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090309,Lucky Seven Biwabik,1,9/3/2025,1:28 PM,Shelton,Pizza,Pepperoni,4,Regular Price,$6.95,$27.80,a1b4979f
5090309,Lucky Seven Biwabik,1,9/3/2025,1:28 PM,Shelton,Pizza,BBQ Cheeseburger,4,Regular Price,$6.95,$27.80,c73474b1
5090309,Lucky Seven Biwabik,1,9/3/2025,1:28 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090310,Lucky Seven Biwabik,1,9/3/2025,1:29 PM,Shelton,Pizza,BBQ Cheeseburger,8,Regular Price,$6.95,$55.60,c73474b1
5090310,Lucky Seven Biwabik,1,9/3/2025,1:30 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090311,Twig Store,,9/3/2025,2:40 PM,Stokke,Meat Stick,Honey BBQ,16,Regular Price,$5.00,$80.00,3bcc0557
5090311,Twig Store,,9/3/2025,2:40 PM,Stokke,Meat Stick,Teriyaki,16,Regular Price,$5.00,$80.00,e801c906
5090311,Twig Store,,9/3/2025,2:39 PM,Stokke,Meat Stick,Salami Cheddar,16,Regular Price,$5.00,$80.00,d7045a9e
5090311,Twig Store,,9/3/2025,2:40 PM,Stokke,Meat Stick,Jalapeno Cheddar,16,Regular Price,$5.00,$80.00,f9e07f8e
5090311,Twig Store,,9/3/2025,2:43 PM,Shelton,Pizza,Pepperoni,10,Regular Price,$6.95,$69.50,a1b4979f
5090311,Twig Store,,9/3/2025,2:44 PM,Stokke,Pizza,Four Meat,8,Regular Price,$5.95,$47.60,7112b683
5090311,Twig Store,,9/3/2025,2:44 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090311,Twig Store,,9/3/2025,2:43 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090311,Twig Store,,9/3/2025,2:44 PM,Stokke,Pizza,Supreme,8,Regular Price,$5.95,$47.60,9cec89d3
5090801,Caywood Saginaw,,9/8/2025,10:00 AM,Stokke,Meat Stick,Jalapeno Cheddar,8,Regular Price,$5.00,$40.00,f9e07f8e
5090801,Caywood Saginaw,,9/8/2025,10:00 AM,Stokke,Pizza,Bacon Cheeseburger,8,Regular Price,$5.95,$47.60,84a55a38
5090801,Caywood Saginaw,,9/8/2025,10:00 AM,Stokke,Meat Stick,Honey BBQ,8,Regular Price,$5.00,$40.00,3bcc0557
5090801,Caywood Saginaw,,9/8/2025,10:01 AM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090802,Lucky Seven Floodwood,33,9/8/2025,10:37 AM,Shelton,Pizza,Pepp. Italian Sausage,11,Regular Price,$6.95,$76.45,0b2e3fca
5090802,Lucky Seven Floodwood,33,9/8/2025,10:36 AM,Shelton,Pizza,Breakfast,18,Regular Price,$6.95,$125.10,f597c8d8
5090802,Lucky Seven Floodwood,33,9/8/2025,10:37 AM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090803,Lucky Seven Floodwood,33,9/8/2025,10:45 AM,Stokke,Meat Stick,Honey BBQ,6,Regular Price,$5.00,$30.00,3bcc0557
5090803,Lucky Seven Floodwood,33,9/8/2025,10:45 AM,Stokke,Meat Stick,Salami Cheddar,3,Regular Price,$5.00,$15.00,d7045a9e
5090803,Lucky Seven Floodwood,33,9/8/2025,10:45 AM,Stokke,Meat Stick,Jalapeno Cheddar,1,Credit,$0.00,$0.00,f9e07f8e
5090803,Lucky Seven Floodwood,33,9/8/2025,10:45 AM,Stokke,Meat Stick,Jalapeno Cheddar,7,Regular Price,$5.00,$35.00,f9e07f8e
5090804,Lucky Seven Swan River,24,9/8/2025,11:52 AM,Shelton,Pizza,Breakfast,24,Regular Price,$6.95,$166.80,f597c8d8
5090804,Lucky Seven Swan River,24,9/8/2025,11:53 AM,Shelton,Pizza,Supreme,16,Regular Price,$6.95,$111.20,d387e9d2
5090804,Lucky Seven Swan River,24,9/8/2025,11:52 AM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,0b2e3fca
5090804,Lucky Seven Swan River,24,9/8/2025,11:53 AM,Shelton,Pizza,Four Meat,16,Regular Price,$6.95,$111.20,5d7f58f2
5090804,Lucky Seven Swan River,24,9/8/2025,11:53 AM,Shelton,Pizza,Buffalo Chicken,16,Regular Price,$6.95,$111.20,46d8e83a
5090804,Lucky Seven Swan River,24,9/8/2025,11:53 AM,Shelton,Pizza,Chicken Alfredo,16,Regular Price,$6.95,$111.20,8f638871
5090804,Lucky Seven Swan River,24,9/8/2025,11:52 AM,Shelton,Pizza,Pepperoni,16,Regular Price,$6.95,$111.20,a1b4979f
5090805,Lucky Seven Swan River,24,9/8/2025,11:53 AM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090805,Lucky Seven Swan River,24,9/8/2025,11:54 AM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090805,Lucky Seven Swan River,24,9/8/2025,11:54 AM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090805,Lucky Seven Swan River,24,9/8/2025,11:54 AM,Stokke,Meat Stick,Salami Cheddar,4,Regular Price,$5.00,$20.00,d7045a9e
5090805,Lucky Seven Swan River,24,9/8/2025,11:54 AM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090805,Lucky Seven Swan River,24,9/8/2025,12:06 PM,Tielke,Sandwich,Italian,12,Regular Price,$3.95,$47.40,a65c7b26
5090805,Lucky Seven Swan River,24,9/8/2025,12:06 PM,Tielke,Sandwich,Philly Cheese,12,Regular Price,$4.75,$57.00,0f60ae79
5090806,Super One Grand Rapids North,520,9/8/2025,12:45 PM,Shelton,Pizza,Supreme,8,Regular Price,$6.80,$54.40,d387e9d2
5090807,Lucky Seven Grand Rapids West,30,9/8/2025,12:57 PM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,f9e07f8e
5090807,Lucky Seven Grand Rapids West,30,9/8/2025,12:57 PM,Stokke,Meat Stick,Honey BBQ,2,Regular Price,$5.00,$10.00,3bcc0557
5090807,Lucky Seven Grand Rapids West,30,9/8/2025,12:57 PM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090807,Lucky Seven Grand Rapids West,30,9/8/2025,12:59 PM,Stokke,Meat Stick,Honey BBQ,1,Credit,$0.00,$0.00,3bcc0557
5090808,Lucky Seven Grand Rapids West,30,9/8/2025,1:01 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090808,Lucky Seven Grand Rapids West,30,9/8/2025,1:02 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090808,Lucky Seven Grand Rapids West,30,9/8/2025,1:02 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090809,Lucky Seven Grand Rapids West,30,9/8/2025,1:34 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090809,Lucky Seven Grand Rapids West,30,9/8/2025,1:35 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,0b2e3fca
5090809,Lucky Seven Grand Rapids West,30,9/8/2025,1:35 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,5d7f58f2
5090809,Lucky Seven Grand Rapids West,30,9/8/2025,1:24 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,f597c8d8
5090810,Lucky Seven Grand Rapids East,22,9/8/2025,1:38 PM,Stokke,Meat Stick,Honey BBQ,3,Regular Price,$5.00,$15.00,3bcc0557
5090810,Lucky Seven Grand Rapids East,22,9/8/2025,1:38 PM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090810,Lucky Seven Grand Rapids East,22,9/8/2025,1:38 PM,Stokke,Meat Stick,Salami Cheddar,3,Regular Price,$5.00,$15.00,d7045a9e
5090811,Lucky Seven Nashwauk,26,9/8/2025,2:17 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,f597c8d8
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:18 PM,Stokke,Pizza,Supreme,8,Regular Price,$5.95,$47.60,9cec89d3
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:18 PM,Stokke,Meat Stick,Salami Cheddar,6,Regular Price,$5.00,$30.00,d7045a9e
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:18 PM,Stokke,Meat Stick,Teriyaki,6,Regular Price,$5.00,$30.00,e801c906
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:27 PM,Tielke,Sandwich,Italian,6,Regular Price,$3.95,$23.70,a65c7b26
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:27 PM,Tielke,Sandwich,Beef Brisket,6,Regular Price,$4.75,$28.50,aaa3b4a0
5090812,Lucky Seven Nashwauk,26,9/8/2025,2:27 PM,Tielke,Sandwich,Philly Cheese,6,Regular Price,$4.75,$28.50,0f60ae79
5090813,Lucky Seven Y,15,9/8/2025,2:56 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,f597c8d8
5090813,Lucky Seven Y,15,9/8/2025,2:58 PM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,a1b4979f
5090813,Lucky Seven Y,15,9/8/2025,2:58 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,8f638871
5090814,Super One Hibbing,525,9/8/2025,3:13 PM,Shelton,Pizza,Supreme,1,Credit,$0.00,$0.00,d387e9d2
5090814,Super One Hibbing,525,9/8/2025,3:12 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.80,$54.40,0b2e3fca
5090814,Super One Hibbing,525,9/8/2025,3:13 PM,Shelton,Pizza,Supreme,7,Regular Price,$6.80,$47.60,d387e9d2
