invoice_id,store_name,store_num,date,time,brand,product,flavor,quantity,price_definition,price,subtotal,product_id,,,,,,,
80663f9b,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Chicken Alfredo,11,Regular Price,$6.95,$76.45,,,,,,,,
80663f9b,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Supreme,6,Regular Price,$6.95,$41.70,,,,,,,,
80663f9b,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,BBQ Cheeseburger,8,Regular Price,$6.95,$55.60,,,,,,,,
7067da2a,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Pepperoni,16,Regular Price,$6.95,$111.20,,,,,,,,
7067da2a,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Breakfast,24,Regular Price,$6.95,$166.80,,,,,,,,
1ebf6318,Lucky Seven Aurora,13,10/30/24,,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
1ebf6318,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Pepperoni,12,Regular Price,$6.95,$83.40,,,,,,,,
d565e146,Lucky Seven Aurora,13,10/30/24,,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
d565e146,Lucky Seven Aurora,13,10/30/24,,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
c19a3672,Lucky Seven Hoyt Lakes,10,10/30/24,,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
1b13fbb0,Lucky Seven Hoyt Lakes,10,10/30/24,,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
1b13fbb0,Lucky Seven Hoyt Lakes,10,10/30/24,,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
1b13fbb0,Lucky Seven Hoyt Lakes,10,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
9fac6a51,Short Stop Virginia,5,10/30/24,,Tielke,Sandwich,Italian,12,Regular Price,$3.95,$47.40,,,,,,,,
9fac6a51,Short Stop Virginia,5,10/30/24,,Tielke,Sandwich,Philly Cheese,12,Regular Price,$4.75,$57.00,,,,,,,,
36135995,Short Stop Express Virginia,,10/30/24,,Stokke,Meat Stick,Salami Cheddar,5,Regular Price,$5.00,$25.00,,,,,,,,
36135995,Short Stop Express Virginia,,10/30/24,,Duluth Sausage Co.,Meat n Cheese,Colby Jack 5oz,4,Regular Price,$3.25,$13.00,,,,,,,,
36135995,Short Stop Express Virginia,,10/30/24,,Stokke,Meat Stick,Honey BBQ,5,Regular Price,$5.00,$25.00,,,,,,,,
36135995,Short Stop Express Virginia,,10/30/24,,Stokke,Meat Stick,Jalapeno Cheddar,5,Regular Price,$5.00,$25.00,,,,,,,,
32889324,Lucky Seven Biwabik,1,10/30/24,,Shelton,Pizza,Pepp. Italian Sausage,4,Regular Price,$6.95,$27.80,,,,,,,,
af339fdf,Lucky Seven Cook,2,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
50b66316,Lucky Seven Cook,2,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
4abffaba,The Y Store,,10/30/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
b362ea68,Lucky Seven Ely,11,10/30/24,,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
ec5f99c6,Lucky Seven Ely,11,10/30/24,,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,,,,,,,,
ec5f99c6,Lucky Seven Ely,11,10/30/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
ec5f99c6,Lucky Seven Ely,11,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
6095c6b5,Short Stop Ely Voyageur,66,10/30/24,,Tielke,Sandwich,Philly Cheese,6,Regular Price,$4.75,$28.50,,,,,,,,
6095c6b5,Short Stop Ely Voyageur,66,10/30/24,,Tielke,Sandwich,Italian,3,Regular Price,$3.95,$11.85,,,,,,,,
6095c6b5,Short Stop Ely Voyageur,66,10/30/24,,Tielke,Sandwich,Beef Brisket,4,Regular Price,$4.75,$19.00,,,,,,,,
6095c6b5,Lucky Seven Biwabik,1,10/30/24,,Duluth Sausage Co.,Meat n Cheese,Pepper Jack 5oz,6,Regular Price,$3.25,$19.50,,,,,,,,
60df2f58,Reef,,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
60df2f58,Reef,,10/30/24,,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
fcb65c1e,Stokkes Lakewood,,10/30/24,,Stokke,Pizza,Supreme,16,Sale Price,$5.50,$88.00,,,,,,,,
fcb65c1e,Stokkes Lakewood,,10/30/24,,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
fcb65c1e,Stokkes Lakewood,,10/30/24,,Stokke,Pizza,Pepperoni,8,Sale Price,$5.50,$44.00,,,,,,,,
1f334169,Pauls Shack,7,10/30/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
1f334169,Pauls Shack,7,10/30/24,,Tielke,Sandwich,Beef Brisket,10,Regular Price,$4.75,$47.50,,,,,,,,
1f334169,Pauls Shack,7,10/30/24,,Stokke,Meat Stick,Teriyaki,10,Regular Price,$5.00,$50.00,,,,,,,,
8cdc30b5,Pauls Palace,7,10/30/24,,Duluth Sausage Co.,Meat n Cheese,Pepper Jack 5oz,8,Regular Price,$3.25,$26.00,,,,,,,,
8cdc30b5,Pauls Palace,7,10/30/24,,Tielke,Sandwich,Philly Cheese,12,Regular Price,$4.75,$57.00,,,,,,,,
8cdc30b5,Pauls Palace,7,10/30/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
8cdc30b5,Pauls Palace,7,10/30/24,,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
a91cf2c8,Korner Store Cloquet,500,10/31/24,,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
a91cf2c8,Korner Store Cloquet,500,10/31/24,,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
c700c25c,Lucky Seven Cloquet,31,10/31/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
c700c25c,Lucky Seven Cloquet,31,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Stokke,Meat Stick,Salami Cheddar,5,Regular Price,$5.00,$25.00,,,,,,,,
caae96df,Cromwell Store VP,,10/31/24,,Duluth Sausage Co.,Meat n Cheese,Pepper Jack 5oz,5,Regular Price,$3.25,$16.25,,,,,,,,
caae96df,Cromwell Store VP,,10/31/24,,Duluth Sausage Co.,Meat n Cheese,Colby Jack 5oz,5,Regular Price,$3.25,$16.25,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Stokke,Meat Stick,Jalapeno Cheddar,5,Regular Price,$5.00,$25.00,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Stokke,Meat Stick,Honey BBQ,5,Regular Price,$5.00,$25.00,,,,,,,,
caae96df,Cromwell Store VP,,10/31/24,,Stokke,Pizza,Pepperoni,8,Regular Price,$5.95,$47.60,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Tielke,Sandwich,Italian,14,Regular Price,$3.95,$55.30,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Tielke,Sandwich,Beef Brisket,19,Regular Price,$4.75,$90.25,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Tielke,Sandwich,Philly Cheese,16,Regular Price,$4.75,$76.00,,,,,,,,
caae96df,Korner Store Cloquet,500,10/31/24,,Tielke,Sandwich,Meatball,21,Regular Price,$4.75,$99.75,,,,,,,,
4e8c8f82,Ukura's Big Dollar,,10/31/24,,Stokke,Pizza,Supreme,8,Regular Price,$5.95,$47.60,,,,,,,,
4e8c8f82,Ukura's Big Dollar,,10/31/24,,Stokke,Pizza,Pepperoni,8,Regular Price,$5.95,$47.60,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Stokke,Pizza,Bacon Cheeseburger,8,Regular Price,$5.95,$47.60,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Stokke,Pizza,Pepperoni,4,Regular Price,$5.95,$23.80,,,,,,,,
2bba7e6d,KJ's Fresh Market Moose Lake,,10/31/24,,Stokke,Pizza,Four Meat,6,Regular Price,$5.95,$35.70,,,,,,,,
6742b62a,Korner Store Cloquet,500,10/31/24,,Stokke,Pizza,Cheese,8,Regular Price,$5.95,$47.60,,,,,,,,
6742b62a,Lucky Seven Moose Lake,38,10/31/24,,Shelton,Pizza,BBQ Cheeseburger,8,Regular Price,$6.95,$55.60,,,,,,,,
6742b62a,Lucky Seven Moose Lake,38,10/31/24,,Stokke,Pizza,Supreme,8,Regular Price,$5.95,$47.60,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Duluth Sausage Co.,Meat n Cheese,Colby Jack 5oz,14,Regular Price,$3.25,$45.50,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Stokke,Meat Stick,Salami Cheddar,13,Regular Price,$5.00,$65.00,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Shelton,Pizza,Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Stokke,Meat Stick,Honey BBQ,5,Regular Price,$5.00,$25.00,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Stokke,Meat Stick,Jalapeno Cheddar,11,Regular Price,$5.00,$55.00,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Duluth Sausage Co.,Meat n Cheese,Pepper Jack 5oz,8,Regular Price,$3.25,$26.00,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
f3057962,Korner Store Sturgeon Lake,,10/31/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
f3057962,Korner Store Cloquet,500,10/31/24,,Stokke,Meat Stick,Teriyaki,7,Regular Price,$5.00,$35.00,,,,,,,,
3c8140d5,Lucky Seven Barnum,34,10/31/24,,Stokke,Pizza,Pepperoni,8,Regular Price,$5.95,$47.60,,,,,,,,
3c8140d5,Lucky Seven Barnum,34,10/31/24,,Stokke,Pizza,Chicken Alfredo,8,Regular Price,$5.95,$47.60,,,,,,,,
3c8140d5,Korner Store Cloquet,500,10/31/24,,Shelton,Pizza,Pizza Fries,13,Regular Price,$6.95,$90.35,,,,,,,,
3c8140d5,Lucky Seven Barnum,34,10/31/24,,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
8ba284c6,Third Base,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,10,Regular Price,$6.95,$69.50,,,,,,,,
8ba284c6,Third Base,,10/31/24,,Shelton,Pizza,Four Meat,10,Regular Price,$6.95,$69.50,,,,,,,,
8ba284c6,Third Base,,10/31/24,,Shelton,Pizza,Pepperoni,10,Regular Price,$6.95,$69.50,,,,,,,,
8ba284c6,Third Base,,10/31/24,,Shelton,Pizza,Supreme,10,Regular Price,$6.95,$69.50,,,,,,,,
8ba284c6,Third Base,,10/31/24,,Shelton,Pizza,Chicken Alfredo,4,Regular Price,$6.95,$27.80,,,,,,,,
a95a6dcd,Caywood Carlton,,10/31/24,,Stokke,Pizza,Four Meat,4,Regular Price,$5.95,$23.80,,,,,,,,
a95a6dcd,Caywood Carlton,,10/31/24,,Shelton,Pizza,Supreme,4,Regular Price,$6.95,$27.80,,,,,,,,
a95a6dcd,Caywood Carlton,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,6,Regular Price,$6.95,$41.70,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Stokke,Pizza,Supreme,12,Regular Price,$5.95,$71.40,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Duluth Sausage Co.,Meat n Cheese,Colby Jack 5oz,6,Regular Price,$3.25,$19.50,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Shelton,Pizza,Pepperoni,14,Regular Price,$6.95,$97.30,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Stokke,Pizza,Chicken Alfredo,12,Regular Price,$5.95,$71.40,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,12,Regular Price,$6.95,$83.40,,,,,,,,
62eb4f3f,Caywood Esko,,10/31/24,,Stokke,Meat Stick,Salami Cheddar,9,Regular Price,$5.00,$45.00,,,,,,,,
66439c8c,Korner Store Gary North,1,10/31/24,,Shelton,Pizza,Chicken Alfredo,12,Regular Price,$6.95,$83.40,,,,,,,,
66439c8c,Korner Store Gary North,1,10/31/24,,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
a8fb3eda,Powerhouse Bar,,10/31/24,,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
a8fb3eda,Powerhouse Bar,,10/31/24,,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
a8fb3eda,Powerhouse Bar,,10/31/24,,Shelton,Pizza,Pepp. Italian Sausage,4,Regular Price,$6.95,$27.80,,,,,,,,
a8fb3eda,Powerhouse Bar,,10/31/24,,Shelton,Pizza,Four Meat,6,Regular Price,$6.95,$41.70,,,,,,,,
32d1690c,Korner Store Cloquet,500,10/31/24,,Shelton,Pizza,Supreme,10,Sale Price,$6.50,$65.00,,,,,,,,
32d1690c,Korner Store Cloquet,500,10/31/24,,Stokke,Pizza,Pepperoni,4,Regular Price,$5.95,$23.80,,,,,,,,
32d1690c,Stokkes Adolph,,10/31/24,,Shelton,Pizza,Chicken Alfredo,16,Sale Price,$6.50,$104.00,,,,,,,,
32d1690c,Stokkes Adolph,,10/31/24,,Stokke,Pizza,PepperoniSausage,8,Regular Price,$5.95,$47.60,,,,,,,,
32d1690c,Stokkes Adolph,,10/31/24,,Shelton,Pizza,Four Meat,8,Sale Price,$6.50,$52.00,,,,,,,,
32d1690c,Stokkes Adolph,,10/31/24,,Shelton,Pizza,Pepperoni,8,Sale Price,$6.50,$52.00,,,,,,,,
4110301,Lucky Seven Osceola,44,11/3/24,5:46 PM,Shelton,Pizza,Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110301,Lucky Seven Osceola,44,11/3/24,5:45 PM,Shelton,Pizza,Breakfast,32,Regular Price,$6.95,$222.40,,,,,,,,
4110301,Lucky Seven Osceola,44,11/3/24,5:45 PM,Shelton,Pizza,Four Meat,16,Regular Price,$6.95,$111.20,,,,,,,,
4110301,Lucky Seven Osceola,44,11/3/24,5:45 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110302,Lucky Seven Grantsburg,39,11/3/24,5:50 PM,Shelton,Pizza,Italian Sausage,48,Regular Price,$6.95,$333.60,,,,,,,,
4110302,Lucky Seven Grantsburg,39,11/3/24,5:50 PM,Shelton,Pizza,Four Meat,32,Regular Price,$6.95,$222.40,,,,,,,,
4110302,Lucky Seven Grantsburg,39,11/3/24,5:51 PM,Shelton,Pizza,BBQ Cheeseburger,48,Regular Price,$6.95,$333.60,,,,,,,,
4110302,Lucky Seven Grantsburg,39,11/3/24,5:50 PM,Shelton,Pizza,Pepperoni,48,Regular Price,$6.95,$333.60,,,,,,,,
4110302,Lucky Seven Grantsburg,39,11/3/24,5:49 PM,Shelton,Pizza,Breakfast,80,Regular Price,$6.95,$556.00,,,,,,,,
4110303,Lucky Seven Cushing,42,11/3/24,5:55 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110303,Lucky Seven Cushing,42,11/3/24,5:55 PM,Shelton,Pizza,Supreme,16,Regular Price,$6.95,$111.20,,,,,,,,
4110303,Lucky Seven Cushing,42,11/3/24,5:54 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110303,Lucky Seven Cushing,42,11/3/24,5:54 PM,Shelton,Pizza,Breakfast,24,Regular Price,$6.95,$166.80,,,,,,,,
4110303,Lucky Seven Cushing,42,11/3/24,5:54 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:57 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:59 PM,Stokke,Pizza,PepperoniSausage,8,Regular Price,$5.95,$47.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:56 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:58 PM,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:57 PM,Shelton,Pizza,BBQ Cheeseburger,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:58 PM,Stokke,Pizza,Cheese,8,Regular Price,$5.95,$47.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,5:57 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,6:12 PM,Stokke,Meat Stick,Teriyaki,12,Regular Price,$5.00,$60.00,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,6:13 PM,Stokke,Meat Stick,Honey BBQ,12,Regular Price,$5.00,$60.00,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,6:12 PM,Stokke,Meat Stick,Salami Cheddar,10,Regular Price,$5.00,$50.00,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,6:12 PM,Stokke,Meat Stick,Jalapeno Cheddar,8,Regular Price,$5.00,$40.00,,,,,,,,
4110304,Lucky Seven Cushing,42,11/3/24,6:11 PM,Stokke,Meat Stick,Regular,12,Regular Price,$5.00,$60.00,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:18 PM,Shelton,Pizza,Four Meat,16,Regular Price,$6.95,$111.20,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:18 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:17 PM,Shelton,Pizza,Pepperoni,16,Regular Price,$6.95,$111.20,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:18 PM,Shelton,Pizza,Supreme,16,Regular Price,$6.95,$111.20,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:17 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:19 PM,Shelton,Pizza,Pizza Fries,8,Regular Price,$6.95,$55.60,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:19 PM,Shelton,Pizza,Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110305,Lucky Seven Balsam Lake,43,11/3/24,6:19 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110306,Lucky Seven Balsam Lake,43,11/3/24,6:21 PM,Shelton,Pizza,Breakfast,8,Regular Price,$6.95,$55.60,,,,,,,,
4110306,Lucky Seven Balsam Lake,43,11/3/24,6:21 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:23 PM,Shelton,Pizza,BBQ Cheeseburger,32,Regular Price,$6.95,$222.40,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:24 PM,Shelton,Pizza,Breakfast,48,Regular Price,$6.95,$333.60,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:24 PM,Shelton,Pizza,Chicken Alfredo,48,Regular Price,$6.95,$333.60,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:25 PM,Shelton,Pizza,Pepperoni,32,Regular Price,$6.95,$222.40,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:24 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:24 PM,Shelton,Pizza,Four Meat,32,Regular Price,$6.95,$222.40,,,,,,,,
4110307,Lucky Seven Luck,40,11/3/24,6:23 PM,Shelton,Pizza,Pepperoni,0,Regular Price,$6.95,$0.00,,,,,,,,
4110308,Lucky Seven Luck,40,11/3/24,6:26 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110308,Lucky Seven Luck,40,11/3/24,6:26 PM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110309,Lucky Seven Webster,41,11/3/24,6:29 PM,Shelton,Pizza,BBQ Cheeseburger,16,Regular Price,$6.95,$111.20,,,,,,,,
4110309,Lucky Seven Webster,41,11/3/24,6:30 PM,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
4110309,Lucky Seven Webster,41,11/3/24,6:29 PM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110309,Lucky Seven Webster,41,11/3/24,6:29 PM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
4110309,Lucky Seven Webster,41,11/3/24,6:28 PM,Shelton,Pizza,Breakfast,16,Regular Price,$6.95,$111.20,,,,,,,,
4110310,Lucky Seven Minong,36,11/3/24,6:33 PM,Shelton,Pizza,Pepp. Italian Sausage,32,Regular Price,$6.95,$222.40,,,,,,,,
4110310,Lucky Seven Minong,36,11/3/24,6:31 PM,Shelton,Pizza,Four Meat,24,Regular Price,$6.95,$166.80,,,,,,,,
4110310,Lucky Seven Minong,36,11/3/24,6:32 PM,Shelton,Pizza,Pepperoni,32,Regular Price,$6.95,$222.40,,,,,,,,
4110310,Lucky Seven Minong,36,11/3/24,6:32 PM,Shelton,Pizza,Breakfast,40,Regular Price,$6.95,$278.00,,,,,,,,
4110310,Lucky Seven Minong,36,11/3/24,6:32 PM,Shelton,Pizza,Italian Sausage,16,Regular Price,$6.95,$111.20,,,,,,,,
4110401,Lucky Seven Hinckley,37,11/4/24,9:04 AM,Shelton,Pizza,Supreme,8,Regular Price,$6.95,$55.60,,,,,,,,
4110401,Lucky Seven Hinckley,37,11/4/24,9:04 AM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
4110401,Lucky Seven Hinckley,37,11/4/24,9:04 AM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110402,Super One East Superior,577,11/4/24,4:57 PM,Shelton,Pizza,Four Meat,8,Sale Price,$6.40,$51.20,,,,,,,,
4110402,Super One East Superior,577,11/4/24,4:57 PM,Shelton,Pizza,Pepp. Italian Sausage,16,Sale Price,$6.40,$102.40,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:32 AM,Stokke,Pizza,Bacon Cheeseburger,8,Regular Price,$5.95,$47.60,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:33 AM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:32 AM,Duluth Sausage Co.,Meat n Cheese,Pepper Jack 5oz,5,Regular Price,$3.25,$16.25,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:32 AM,Shelton,Pizza,Four Meat,6,Regular Price,$6.95,$41.70,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:33 AM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:31 AM,Stokke,Meat Stick,Jalapeno Cheddar,6,Regular Price,$5.00,$30.00,,,,,,,,
4110501,Caywood Saginaw,,11/5/24,7:31 AM,Stokke,Meat Stick,Salami Cheddar,6,Regular Price,$5.00,$30.00,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:31 AM,Stokke,Meat Stick,Salami Cheddar,4,Regular Price,$5.00,$20.00,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:29 AM,Shelton,Pizza,Four Meat,8,Regular Price,$6.95,$55.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:31 AM,Stokke,Meat Stick,Regular,5,Credit,$0.00,$0.00,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:30 AM,Stokke,Meat Stick,Teriyaki,2,Regular Price,$5.00,$10.00,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:28 AM,Shelton,Pizza,Pepperoni,8,Regular Price,$6.95,$55.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:28 AM,Stokke,Pizza,PepperoniSausage,8,Regular Price,$5.95,$47.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:29 AM,Shelton,Pizza,Chicken Alfredo,8,Regular Price,$6.95,$55.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:21 AM,Stokke,Pizza,Four Meat,8,Regular Price,$5.95,$47.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:28 AM,Shelton,Pizza,Pepp. Italian Sausage,8,Regular Price,$6.95,$55.60,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:30 AM,Stokke,Meat Stick,Jalapeno Cheddar,2,Regular Price,$5.00,$10.00,,,,,,,,
4110502,Floodwood Grocery,,11/5/24,8:48 AM,Stokke,Meat Stick,Regular,1,Regular Price,$5.00,$5.00,,,,,,,,
4110503,Speedway Floodwood,4777,11/5/24,8:59 AM,Shelton,Pizza,Pepperoni,8,Regular Price,$5.95,$47.60,,,,,,,,
4110503,Speedway Floodwood,4777,11/5/24,8:59 AM,Stokke,Pizza,PepperoniSausage,8,Regular Price,$5.00,$40.00,,,,,,,,
4110504,Lucky Seven Floodwood,33,11/5/24,9:16 AM,Stokke,Meat Stick,Honey BBQ,4,Regular Price,$5.00,$20.00,,,,,,,,
